employee_id,training_date,training_name,training_type,outcome,training_location,trainer,duration_days,cost
2119,7/15/2023,Technical Skills,External,Passed,New Sharonside,Amy Zimmerman,5,803.08
2120,5/22/2023,Project Management,External,Failed,Washingtonport,Thomas Floyd,1,131.78
2121,12/31/2022,Project Management,Internal,Passed,Kimberlyberg,Sara Johnson,2,459.39
2123,9/23/2022,Project Management,External,Failed,Farmerstad,Emily Hernandez,4,169.71
2124,4/26/2023,Leadership Development,Internal,Passed,Hebertfort,Adam Smith PhD,2,238.23
2125,8/19/2022,Communication Skills,External,Failed,Lake Brookeville,Hannah Smith,2,486.63
2127,4/3/2023,Leadership Development,Internal,Passed,West Johnmouth,Suzanne Young,5,119.71
2129,3/3/2023,Communication Skills,External,Failed,East Carlos,Joseph Blankenship,4,951.82
2132,9/15/2022,Communication Skills,Internal,Passed,North Jeanette,Carlos Finley,5,936.77
2133,3/16/2023,Technical Skills,External,Passed,Connieside,Rebecca Hammond,4,797.13
2134,10/20/2022,Technical Skills,Internal,Passed,Collierville,Russell Boone,1,420.72
2135,11/21/2022,Technical Skills,Internal,Passed,Port Gregoryfort,Crystal Hughes,5,218.13
2138,8/17/2022,Project Management,Internal,Passed,Russellstad,Rachael Hoffman,3,282.21
2139,5/21/2023,Technical Skills,Internal,Passed,Matthewfurt,Kevin Navarro,2,935.49
2140,4/27/2023,Project Management,External,Passed,Kayleemouth,Laura Burns,3,264.84
2143,8/11/2022,Communication Skills,Internal,Failed,New Caitlynburgh,Susan Compton,2,322.33
2144,1/26/2023,Communication Skills,Internal,Passed,Lake Jamesside,Chad Taylor,4,474.09
2145,12/5/2022,Project Management,External,Failed,South Davidstad,Deborah Reed,4,251.83
2146,3/9/2023,Leadership Development,External,Passed,Lake Leontown,Jill Gibson,1,386.89
2148,4/16/2023,Communication Skills,Internal,Passed,East Kerryside,Benjamin Wilson,1,409.66
2149,5/8/2023,Technical Skills,Internal,Failed,Brooketon,Joseph Taylor,2,747.63
2151,3/10/2023,Leadership Development,External,Failed,Tracyberg,Dawn Lara,3,845.94
2152,10/15/2022,Communication Skills,External,Passed,Connerstad,Michael May,4,606.89
2153,2/24/2023,Customer Service,Internal,Passed,Justinview,Jeremy Robinson,2,190.07
2154,3/11/2023,Project Management,External,Failed,Johnsonfurt,Patricia Spencer,4,795.38
2158,4/6/2023,Communication Skills,External,Failed,Johnsonmouth,Jaime Brown,1,989.3
2161,9/29/2022,Communication Skills,Internal,Passed,New Joseph,Bradley Ferguson,1,443.04
2162,6/3/2023,Project Management,External,Failed,Lyonsview,Theresa Grant,5,136.81
2163,1/19/2023,Communication Skills,Internal,Failed,Townsendshire,Molly Bush,3,665.2
2164,6/11/2023,Technical Skills,Internal,Failed,Alvaradomouth,Calvin Johnson,2,978.55
2166,10/2/2022,Technical Skills,External,Passed,New Mark,Nancy Park,2,953.59
2168,8/1/2023,Customer Service,Internal,Failed,New Angelafort,Douglas Harris,2,851.51
2170,3/14/2023,Leadership Development,External,Passed,Richardhaven,Thomas Cunningham,2,347.4
2172,6/23/2023,Project Management,External,Failed,Rosemouth,Amanda Kelly,2,198.08
2174,11/13/2022,Technical Skills,External,Failed,Hernandezport,Thomas Elliott,2,446.22
2176,4/19/2023,Communication Skills,External,Passed,Bennettchester,Michael Montgomery,5,357.52
2177,7/7/2023,Customer Service,External,Passed,Amberhaven,Christina Nguyen,4,616.66
2178,5/8/2023,Communication Skills,Internal,Passed,Lindseyville,John Lowe,5,368.55
2180,2/5/2023,Technical Skills,External,Failed,West Danielland,Daniel Bennett,4,706.08
2182,7/22/2023,Communication Skills,External,Passed,Jenniferland,Steven Ingram,2,105.18
2183,4/23/2023,Communication Skills,External,Passed,North Vanessaland,Jasmine Parks,3,287.3
2184,9/25/2022,Communication Skills,External,Failed,Maynardfort,Summer Brown,3,661.36
2187,6/7/2023,Communication Skills,Internal,Passed,Gilesstad,Christopher Maxwell,1,575.77
2188,6/17/2023,Leadership Development,Internal,Failed,Lake Veronicabury,Monica Fox,2,754.8
2189,11/28/2022,Customer Service,External,Passed,Lake Scott,Seth Rice,2,585.65
2190,4/29/2023,Technical Skills,Internal,Passed,Lake Elizabeth,Patricia King,2,623.98
2192,10/2/2022,Leadership Development,External,Passed,New Edwinville,Billy Kelly,4,866.14
2194,3/8/2023,Customer Service,External,Failed,North Suzanne,Joseph Bell,5,164.41
2196,12/10/2022,Technical Skills,External,Passed,Carrborough,Christine Cook,2,572.11
2199,6/19/2023,Project Management,External,Passed,West Angelabury,Samuel Henry,3,142.7
2200,3/29/2023,Project Management,External,Failed,South Jamesburgh,Betty Cox,2,910.99
2201,3/15/2023,Leadership Development,Internal,Passed,Jamesshire,Nathan Williams,4,863.83
2202,9/8/2022,Customer Service,Internal,Passed,New Bobbyville,Andrea Beck,4,606.57
2205,6/23/2023,Leadership Development,Internal,Failed,Bryanville,Mitchell Rogers,1,271.69
2207,6/26/2023,Project Management,External,Failed,Jonesstad,Christine Stevens,1,448.93
2208,9/2/2022,Technical Skills,Internal,Failed,Marthamouth,Susan Shelton,3,907.13
2209,11/2/2022,Technical Skills,External,Passed,Richardsville,David Anderson,3,545.69
2211,11/21/2022,Leadership Development,External,Passed,North Sonyatown,James Fox,3,906.62
2213,4/9/2023,Technical Skills,Internal,Passed,North Benjamin,Lindsey Warner,1,196.03
2215,9/30/2022,Customer Service,External,Failed,East Donnahaven,Andrea Rodriguez,3,227
2216,12/25/2022,Customer Service,External,Failed,Torresburgh,Amanda Matthews,4,587.29
2219,1/3/2023,Technical Skills,External,Failed,Kimberlyshire,Abigail Gardner,5,401.35
2220,6/2/2023,Leadership Development,External,Passed,Lake Richard,Kristen Oliver,4,938.01
2221,8/7/2022,Technical Skills,Internal,Failed,East Sarahland,Daniel Morris,1,737.04
2223,4/7/2023,Communication Skills,External,Passed,North Crystalfort,Bonnie King,2,905.55
2224,9/23/2022,Customer Service,Internal,Failed,Jacksonburgh,Edward Wood,2,914.52
2227,4/28/2023,Project Management,Internal,Passed,East Joann,Sean Padilla,2,894.09
2229,1/28/2023,Communication Skills,Internal,Failed,Melissamouth,Tina Lee,5,897.51
2230,8/3/2023,Project Management,External,Passed,Roberthaven,Diane Larson,3,634.34
2231,4/20/2023,Technical Skills,Internal,Failed,Bowersbury,Lisa Edwards,3,352.54
2232,3/23/2023,Customer Service,External,Passed,Angelaton,Scott Smith,4,128.25
2233,6/13/2023,Customer Service,Internal,Passed,Jenniferfurt,Monica Roberts,1,893.71
2235,3/9/2023,Customer Service,Internal,Failed,North Evelyn,Sarah Mcpherson,1,162.62
2240,3/17/2023,Communication Skills,Internal,Failed,Tarabury,Denise Carter,4,980.41
2241,1/26/2023,Communication Skills,External,Failed,Maryfurt,Robert Stevens,5,834.95
2244,12/14/2022,Leadership Development,Internal,Passed,Nelsonstad,Carrie Thompson,2,804.01
2247,4/19/2023,Communication Skills,External,Failed,Barnettview,Tiffany Johnson,3,803.16
2248,3/29/2023,Leadership Development,External,Failed,Langton,Ariana Anderson,2,571.12
2251,11/19/2022,Technical Skills,External,Failed,Gaineschester,Vickie Fisher,5,593.14
2252,12/10/2022,Communication Skills,Internal,Passed,Justinfurt,Christine Kelly,1,648.23
2253,1/7/2023,Communication Skills,External,Failed,North Andrew,Catherine Ellison,1,426.97
2254,11/20/2022,Project Management,Internal,Failed,Martinview,Alexander Perez,4,267.76
2256,1/13/2023,Leadership Development,Internal,Passed,Lewisville,Maria Johnson,1,312.42
2258,7/3/2023,Technical Skills,Internal,Failed,Lorifurt,Lisa Malone,2,675.95
2259,5/3/2023,Communication Skills,External,Failed,East Andrewview,Jesus Holmes,3,754.61
2261,6/4/2023,Project Management,External,Failed,East Mitchellchester,Brenda Nguyen,3,647.41
2262,5/29/2023,Communication Skills,External,Failed,New Brett,Andrea Scott,3,122.43
2263,10/5/2022,Project Management,Internal,Failed,New Johnburgh,Anthony Wyatt,5,662.94
2265,11/23/2022,Customer Service,Internal,Failed,North Peter,Robert Phelps,4,680.88
2271,2/2/2023,Customer Service,Internal,Failed,Sanchezchester,Anna Barnett,4,632.57
2274,6/3/2023,Customer Service,External,Failed,Jasmineland,Karen Brown,2,255.54
2275,3/5/2023,Technical Skills,External,Failed,East Jessica,Vanessa Lynch,5,138.4
2277,12/22/2022,Communication Skills,Internal,Passed,Brittanyshire,Wayne Williams,3,592.23
2278,3/5/2023,Leadership Development,External,Passed,Traceyfurt,Katie Mccarthy,4,544.43
2279,3/23/2023,Technical Skills,External,Passed,Ryanberg,Laura Thomas,4,230.57
2280,4/5/2023,Customer Service,External,Passed,Carsonchester,Joseph Campbell,3,493.98
2281,11/29/2022,Technical Skills,Internal,Failed,Fosterborough,Margaret Morrison,4,761.7
2282,10/20/2022,Leadership Development,External,Failed,New Amandabury,Michael Smith,5,454.55
2284,7/9/2023,Technical Skills,External,Passed,Moralesville,Wanda Jones,3,839.16
2285,12/2/2022,Customer Service,Internal,Passed,South Jennifer,Thomas Adams,4,679.57
2287,3/29/2023,Communication Skills,Internal,Passed,East Brandonmouth,Amanda Lee,4,560.64
2289,6/14/2023,Technical Skills,External,Passed,Elizabethberg,Carl Mathis,3,353.58
2290,4/23/2023,Communication Skills,Internal,Failed,New Bobbyfort,Juan Dennis,4,575.55
2291,7/1/2023,Project Management,Internal,Failed,Kellybury,Eric Gonzales,5,973.53
2292,3/11/2023,Communication Skills,External,Passed,New Michaeltown,Jennifer Cline MD,3,894.38
2294,4/9/2023,Communication Skills,External,Failed,West Whitneymouth,Robert Kidd,1,261.17
2295,11/12/2022,Communication Skills,Internal,Passed,Lake Adam,Angela Carter,5,448.38
2296,11/9/2022,Technical Skills,Internal,Passed,West Seantown,Carl Peters,4,808.77
2299,4/13/2023,Customer Service,External,Failed,Camposland,Laura Brooks DVM,4,922.03
2300,9/27/2022,Customer Service,External,Passed,Port Jack,David Reilly,2,668.1
2303,1/13/2023,Customer Service,External,Passed,East Barryview,Meghan Robinson,2,813.39
2304,10/19/2022,Customer Service,Internal,Passed,South Jennifer,Chad Snow,5,759.9
2306,2/28/2023,Communication Skills,External,Failed,Lake Jennifer,Mark Cordova,2,217.33
2307,5/21/2023,Customer Service,Internal,Passed,Lake Troy,Cory Garcia,2,856.15
2308,9/8/2022,Communication Skills,Internal,Passed,North Stephanieton,Kelsey Garcia,4,751.86
2309,7/20/2023,Communication Skills,Internal,Failed,Michellechester,Tammy Norman,1,309.24
2310,12/27/2022,Leadership Development,Internal,Failed,Maryburgh,Elizabeth Crane,4,581.95
2312,1/6/2023,Leadership Development,Internal,Passed,New Caitlinland,Tammy Foster,3,623.75
2313,2/4/2023,Project Management,External,Passed,Markburgh,Michelle Travis,1,802.99
2314,11/18/2022,Communication Skills,External,Failed,North Allison,Mark Francis,1,725.98
2315,12/5/2022,Customer Service,External,Failed,Lake Theresafurt,Steven Greer III,1,252.59
2316,5/23/2023,Communication Skills,Internal,Failed,West Howardview,Ashley Solis,1,731.84
2317,2/9/2023,Customer Service,External,Failed,East Sethchester,Rachel Bell,1,787.01
2318,6/22/2023,Communication Skills,External,Failed,Moorehaven,Lisa Zuniga,2,303.8
2322,3/4/2023,Communication Skills,Internal,Passed,Port Gregory,Timothy Valencia,3,178.4
2325,1/4/2023,Project Management,Internal,Passed,Erikfort,Leslie Miller,2,745.68
2326,1/6/2023,Customer Service,External,Passed,Danielside,Travis Cummings,5,263.21
2327,10/20/2022,Customer Service,External,Failed,Hopkinstown,Renee Curtis,1,802.98
2328,3/1/2023,Communication Skills,Internal,Passed,West Wendy,Michelle Alvarado,3,960.9
2330,3/21/2023,Customer Service,Internal,Passed,Tiffanystad,Bobby Poole,2,942.81
2333,4/1/2023,Technical Skills,Internal,Failed,Andrewside,Jeremy Ramirez,4,769.76
2335,9/1/2022,Communication Skills,Internal,Passed,Port Nicolebury,Beth Ellis,4,957.24
2336,2/6/2023,Communication Skills,External,Passed,Onealland,Rachel Rogers,3,301.03
2337,7/15/2023,Project Management,Internal,Failed,Port Jessicafurt,Lisa Payne,2,366.82
2340,5/5/2023,Project Management,External,Failed,Port Glennview,Timothy Jones,1,811.91
2341,4/6/2023,Communication Skills,Internal,Failed,South Bradleychester,Sara Perry,2,121.05
2342,5/30/2023,Communication Skills,Internal,Passed,Eugeneborough,Steven Hernandez,1,704.53
2343,5/31/2023,Customer Service,Internal,Passed,East Dennis,Stephanie Brown,5,959.22
2345,10/9/2022,Project Management,External,Failed,Williamston,Joanna Long,3,379.57
2347,12/14/2022,Communication Skills,Internal,Passed,South Heiditon,Monica Wilson,1,780.53
2348,4/13/2023,Technical Skills,Internal,Passed,West Kathleen,Chase Carter,1,927.52
2350,3/9/2023,Leadership Development,Internal,Failed,Port Suzanne,Adrian Flores,3,858.34
2353,7/18/2023,Technical Skills,Internal,Failed,Jonestown,Joseph Day,3,198.56
2357,5/17/2023,Leadership Development,Internal,Failed,Hendrickschester,Meredith Miller,3,483.49
2360,10/13/2022,Project Management,Internal,Passed,Jonesberg,Tammy Sampson,1,400.62
2364,12/4/2022,Project Management,External,Passed,Kingborough,Cathy Wolf,3,123.81
2365,8/11/2022,Communication Skills,External,Passed,Laneside,Kristin Rodriguez,5,355.8
2371,4/19/2023,Customer Service,Internal,Passed,Kristenshire,Jennifer Jones,4,133.56
2375,11/20/2022,Project Management,External,Failed,Bushfurt,Tammie Williams,5,770.33
2376,4/26/2023,Communication Skills,Internal,Passed,Nguyenton,Faith Ortega,5,755.69
2377,12/25/2022,Leadership Development,External,Failed,Lake Peter,Rickey Smith,1,921.26
2378,4/7/2023,Leadership Development,Internal,Passed,Fitzgeraldbury,Karen Shaw,3,751.79
2381,1/27/2023,Technical Skills,External,Passed,North Waltermouth,John Baker,1,404.78
2383,8/9/2022,Customer Service,External,Failed,Vickiberg,Dr. Krista Hatfield,1,374.73
2384,10/3/2022,Communication Skills,Internal,Failed,Washingtonville,Joann Williamson,3,166.1
2385,3/31/2023,Technical Skills,Internal,Failed,Hillland,Leslie Jacobs,1,574.91
2386,9/28/2022,Customer Service,External,Failed,Lake Johnny,Ricky Mora,3,390.96
2388,6/30/2023,Project Management,Internal,Passed,Lake Williamland,Kyle Escobar,4,949.32
2392,12/17/2022,Customer Service,External,Failed,Kruegerburgh,Sarah Cain,5,652.9
2394,9/22/2022,Customer Service,Internal,Passed,East Robinville,Brian Schmidt,1,661.88
2395,3/29/2023,Customer Service,External,Passed,Floresmouth,Rachel Parker,5,337.08
2400,7/23/2023,Communication Skills,External,Passed,East Jennifer,Jesus Wiggins,4,872.57
2406,5/19/2023,Communication Skills,Internal,Failed,North Laura,Emily Turner,1,100.04
2407,11/15/2022,Project Management,Internal,Passed,Patriciatown,Brian Lee,2,545.35
2408,9/4/2022,Project Management,Internal,Failed,Chapmantown,Latoya Schaefer,1,968.87
2409,4/7/2023,Customer Service,External,Passed,South Danielshire,Elizabeth Frank,1,949.78
2411,2/27/2023,Project Management,External,Failed,South Sean,Joan Williams,4,798.7
2412,1/21/2023,Project Management,Internal,Passed,South Scottbury,Breanna Gonzalez,5,859
2413,9/1/2022,Communication Skills,External,Failed,Kelseyfurt,Jennifer Henderson,1,193.51
2414,9/1/2022,Technical Skills,External,Failed,Villarrealville,Christopher Flynn,5,506.08
2415,8/18/2022,Customer Service,Internal,Failed,Port Robert,Sarah Hernandez,4,938.18
2416,5/6/2023,Communication Skills,Internal,Failed,Kevinshire,Angela Wolf,2,344.8
2417,10/31/2022,Communication Skills,External,Passed,East Andrea,Zachary Jones,4,587.29
2418,1/27/2023,Technical Skills,External,Failed,Aliciaburgh,Henry Kelly,5,966.19
2419,7/5/2023,Project Management,External,Passed,Amberville,Joseph Morales,4,433.85
2420,1/29/2023,Project Management,Internal,Passed,South Aaron,Elizabeth Russell,3,684.64
2421,7/8/2023,Customer Service,Internal,Passed,Turnerhaven,Mark Roberts,3,442.48
2423,6/15/2023,Technical Skills,Internal,Failed,Simmonsview,Amanda Clayton,5,523.75
2425,4/23/2023,Technical Skills,External,Failed,New Benjamin,Gary Love,3,136.76
2426,11/21/2022,Leadership Development,External,Failed,West Tylerview,Cynthia Stokes,4,107.48
2431,3/17/2023,Customer Service,External,Failed,Simmonsstad,Timothy Ellis,3,730.23
2438,11/14/2022,Customer Service,External,Failed,Maldonadoport,Angela Lindsey,1,101.26
2439,10/29/2022,Project Management,External,Failed,Port Joshuaborough,Shelby Fields,4,816.24
2440,11/24/2022,Communication Skills,Internal,Failed,Swansonton,Arthur Morales,4,809.02
2441,10/17/2022,Project Management,External,Passed,Randallberg,Stephanie Best,5,559.08
2443,12/30/2022,Project Management,External,Passed,Bethton,Marcus Leonard,5,300.21
2445,5/11/2023,Leadership Development,External,Failed,Michaelland,James Spencer Jr.,1,833.89
2451,7/31/2023,Communication Skills,External,Failed,Brennanport,Sandra Li,1,510.72
2452,6/29/2023,Communication Skills,Internal,Failed,South Daniel,Anita Dixon,3,241.25
2454,10/6/2022,Leadership Development,Internal,Passed,Port Brucehaven,Shelley Blackburn,1,524.51
2455,6/8/2023,Customer Service,External,Passed,East Williamburgh,Frances Hansen,4,218.61
2456,8/22/2022,Customer Service,External,Failed,West Paula,Valerie Blair,2,263.3
2457,5/19/2023,Technical Skills,Internal,Failed,Brianchester,Roberta Jones,5,423.81
2460,11/25/2022,Communication Skills,External,Passed,Longton,Thomas French,5,637.58
2461,7/13/2023,Communication Skills,External,Passed,Murphytown,Michelle Moody,2,103.04
2463,6/2/2023,Leadership Development,Internal,Passed,South Jessica,Mrs. Tiffany Horton,3,792.67
2464,7/14/2023,Leadership Development,External,Passed,Nicholschester,Derrick Young,1,795.5
2466,11/4/2022,Customer Service,External,Failed,Laurabury,Ronald Williamson,3,652.89
2467,3/8/2023,Customer Service,External,Passed,Danielsshire,Maxwell Moore,1,832.16
2468,2/24/2023,Communication Skills,Internal,Passed,East Larry,Daniel Richardson,3,629.25
2469,9/15/2022,Project Management,External,Passed,North Michele,Sara King,5,780.71
2470,4/5/2023,Communication Skills,Internal,Passed,Andrewburgh,David Miller MD,2,999
2471,8/6/2022,Leadership Development,External,Passed,Hubbardtown,Judith Ramsey,3,489.29
2475,11/30/2022,Leadership Development,Internal,Failed,Stokeshaven,Richard Andrade,2,117.83
2477,10/26/2022,Leadership Development,Internal,Passed,Calhounchester,James Dixon,4,961.47
2478,9/26/2022,Customer Service,Internal,Passed,Boydhaven,Melissa Schmidt,4,548.18
2480,1/11/2023,Customer Service,External,Passed,South Tarachester,Vickie Anderson,1,610.88
2481,11/11/2022,Technical Skills,External,Failed,South Jamesfurt,Steven Coleman,4,994.03
2483,10/22/2022,Communication Skills,Internal,Failed,New Nicoletown,Jon Reed,4,889.91
2484,4/3/2023,Communication Skills,External,Failed,Angelside,Denise Chandler,3,163.61
2486,5/11/2023,Technical Skills,Internal,Passed,Reynoldsville,Deborah Ball,4,703.29
2487,11/26/2022,Technical Skills,Internal,Failed,Watsonmouth,Colton Farmer,4,102.96
2489,3/30/2023,Communication Skills,Internal,Failed,Cynthialand,Charles Garcia,4,168.1
2490,6/4/2023,Leadership Development,Internal,Failed,Woodport,Daniel Hughes,1,886.63
2491,6/27/2023,Customer Service,External,Failed,New Glenn,Andrew Perkins,5,721.79
2492,11/14/2022,Leadership Development,External,Passed,Lake Veronica,Samuel Moore,4,765.32
2493,1/7/2023,Communication Skills,Internal,Passed,North Benjaminside,Kenneth Miller,2,443.46
2494,11/6/2022,Customer Service,Internal,Failed,East Wesleyland,John Allen,2,203.97
2495,8/27/2022,Project Management,Internal,Failed,Goodwinbury,Douglas Silva,3,180.44
2496,2/12/2023,Technical Skills,Internal,Passed,Priceside,Andrew Phillips,3,647.25
2500,7/8/2023,Project Management,Internal,Passed,Victoriaview,Carlos Boyer MD,3,961.33
2502,8/8/2022,Technical Skills,Internal,Passed,West Andrewberg,Ivan Garcia,3,971.57
2505,11/23/2022,Communication Skills,External,Passed,North Joelfort,Matthew Rodriguez,5,508.85
2506,2/13/2023,Communication Skills,Internal,Passed,Jenniferton,Joseph Kennedy,3,811.4
2508,4/25/2023,Technical Skills,External,Passed,Swansonborough,Justin Fowler,3,133.88
2510,8/22/2022,Customer Service,Internal,Passed,Huynhburgh,Lisa Williams,2,580.84
2514,6/14/2023,Technical Skills,Internal,Failed,Port Latashaland,Dominique Hughes,3,538.16
2515,7/19/2023,Technical Skills,Internal,Passed,Ayersfurt,Jeffery Johnston,1,190.1
2516,1/31/2023,Customer Service,Internal,Passed,Christineburgh,Brian Powers,1,397.27
2519,2/8/2023,Technical Skills,External,Failed,Stantonberg,Vanessa Rosario,2,564.38
2520,2/7/2023,Customer Service,Internal,Failed,Port Zachary,William Leonard,2,512.02
2521,11/18/2022,Project Management,Internal,Passed,Cristinamouth,Jennifer Gutierrez,1,599.41
2523,6/28/2023,Customer Service,External,Failed,Sethchester,Jason Mcmahon,4,391.4
2525,4/24/2023,Leadership Development,External,Failed,North Eddieside,Cassandra Bowen,3,450.81
2526,6/23/2023,Technical Skills,Internal,Passed,North Samantha,Jerry Davis,2,265.46
2527,11/24/2022,Technical Skills,Internal,Passed,West Kenneth,Albert Armstrong,2,462.98
2529,10/16/2022,Communication Skills,External,Failed,Lake Geraldville,Rebecca Brewer,1,383.84
2530,12/11/2022,Technical Skills,External,Failed,Jamesview,Jay Ball,4,723.57
2532,5/18/2023,Leadership Development,Internal,Failed,East Tiffanyfurt,Mr. Casey Gonzales,2,119.48
2533,7/22/2023,Communication Skills,External,Passed,Madelineshire,Eduardo Foster,1,226.93
2535,10/2/2022,Project Management,Internal,Failed,New Brandi,Norman Paul,2,369.68
2537,3/19/2023,Project Management,External,Failed,North Katelynside,Laura Berg,5,475.8
2538,4/6/2023,Leadership Development,External,Passed,West Christina,Keith Dean,3,418.25
2539,11/10/2022,Communication Skills,Internal,Passed,New Brookeport,Kathy Jenkins,4,703.84
2541,8/11/2022,Communication Skills,Internal,Passed,Lake Daniel,Michele Mendoza,2,517.83
2545,6/27/2023,Leadership Development,Internal,Passed,Costaville,Theodore Holt,1,352.45
2546,5/22/2023,Customer Service,Internal,Passed,Lake James,Lynn Hart,3,463.57
2547,9/7/2022,Leadership Development,Internal,Passed,South Peggy,Michelle Mcdonald,4,372.08
2549,12/18/2022,Project Management,Internal,Passed,Lisaland,Ana Lane,2,399.97
2553,10/3/2022,Project Management,External,Failed,Hunterhaven,Kelly Morris,2,414.08
2557,8/20/2022,Technical Skills,Internal,Passed,Carsonhaven,Jessica Robinson,1,908.5
2559,9/19/2022,Communication Skills,External,Passed,Port Chris,Christian Ramsey,3,449.84
2561,12/19/2022,Technical Skills,External,Failed,South Derrickberg,Miguel Cole,4,289.37
2563,8/3/2023,Customer Service,External,Passed,Snyderhaven,Chelsea Bullock,5,416.37
2565,9/11/2022,Communication Skills,Internal,Passed,Josephstad,Scott Cherry,2,559.06
2566,7/29/2023,Project Management,External,Failed,West Thomas,Heather Henry,5,327.37
2568,12/15/2022,Leadership Development,External,Passed,New Jacob,Katherine Nelson,5,477.46
2571,8/15/2022,Technical Skills,Internal,Failed,Jimmymouth,Darren Harrell,2,919.95
2572,9/2/2022,Technical Skills,Internal,Passed,Coopermouth,Michael Carroll,5,797.82
2573,9/27/2022,Customer Service,Internal,Passed,South Garymouth,Katherine Morgan MD,2,806.47
2579,10/2/2022,Project Management,External,Failed,North Derek,Andrew Hughes,4,941.61
2581,5/13/2023,Project Management,External,Passed,Garrettton,Victoria Whitehead,1,257.4
2582,3/17/2023,Leadership Development,Internal,Failed,East Robertchester,John Ortega,2,360.65
2583,5/25/2023,Customer Service,External,Passed,Williambury,Valerie Tucker,5,892.97
2585,2/18/2023,Customer Service,External,Failed,Lake Megan,Alexis Lee,1,909.6
2586,8/5/2022,Customer Service,Internal,Passed,Bradborough,Diana Walsh,5,222.04
2588,7/9/2023,Communication Skills,Internal,Passed,Rebeccahaven,April Montes,3,856.44
2589,4/3/2023,Communication Skills,External,Passed,New Courtney,William Dunn,4,919.1
2591,10/6/2022,Customer Service,Internal,Passed,North Michaelbury,Jacob Johnson,2,745.31
2592,2/10/2023,Technical Skills,Internal,Failed,Mooreville,Susan Garcia,3,240.57
2595,8/12/2022,Customer Service,External,Failed,Austinport,Melvin Porter,4,920.91
2597,10/22/2022,Communication Skills,External,Passed,Hallmouth,John Smith,3,242.28
2598,12/14/2022,Customer Service,External,Passed,Lambport,Samantha Vega,3,420.06
2599,2/13/2023,Customer Service,External,Failed,Roblesport,Alyssa Mitchell,2,288.93
2600,5/14/2023,Project Management,Internal,Passed,West Wendyton,Brenda Rodriguez,3,637.45
2605,11/14/2022,Project Management,External,Passed,Reidburgh,Shaun Torres,4,549.19
2606,11/15/2022,Leadership Development,External,Failed,Kimhaven,Kara King,1,587.34
2607,12/26/2022,Technical Skills,External,Passed,Lake Marcus,Michael Brown,3,918.96
2608,1/21/2023,Project Management,Internal,Failed,South Megan,Christina Moore,2,525.41
2614,11/9/2022,Project Management,External,Passed,Brianstad,Corey Pennington,2,468.59
2615,3/10/2023,Leadership Development,Internal,Passed,North William,Derrick Hernandez,5,689.87
2618,1/23/2023,Communication Skills,Internal,Passed,Christopherburgh,Mark Smith,3,399.63
2620,1/24/2023,Communication Skills,External,Passed,New Matthewside,Shannon Flores,1,485.2
2621,3/3/2023,Project Management,Internal,Failed,Port Christopher,Lynn Jones,2,451.56
2622,12/8/2022,Leadership Development,External,Passed,West Erinchester,David Jenkins,5,159.37
2628,9/5/2022,Technical Skills,Internal,Passed,West Joshua,Sandra Herman,1,896.12
2630,9/7/2022,Technical Skills,External,Failed,New Kevinland,Kimberly Lopez,4,424.19
2631,10/11/2022,Customer Service,External,Failed,Laneshire,Mrs. Amy Riley,4,775.32
2632,4/19/2023,Customer Service,External,Failed,Odonnellside,Gerald White,2,209.47
2633,2/9/2023,Project Management,Internal,Passed,Watkinsfurt,Kimberly Robinson,2,859.39
2634,5/26/2023,Project Management,External,Passed,Kimberlybury,Dr. Lisa Bishop MD,1,532.85
2635,2/3/2023,Communication Skills,External,Passed,West Dawn,Jennifer Miller,2,136.6
2637,4/24/2023,Communication Skills,Internal,Passed,Port Johnville,Daniel Morris,1,709.79
2639,2/19/2023,Project Management,Internal,Passed,New Dave,Sarah Rojas,4,977.29
2645,11/2/2022,Technical Skills,Internal,Passed,Thomaston,Richard Ramos,2,933.2
2646,7/15/2023,Project Management,External,Failed,Guzmanmouth,Kyle Brown,3,378.6
2647,1/28/2023,Project Management,Internal,Passed,East Teresaville,Patricia Lester,5,162.93
2648,3/7/2023,Project Management,External,Failed,Caitlinfort,Terry Maddox,3,294.91
2649,9/25/2022,Communication Skills,Internal,Passed,North Teresa,Christopher Yates,1,836.76
2650,8/29/2022,Communication Skills,Internal,Passed,Port Ashleyport,Ruben Gilbert,1,136.23
2651,6/12/2023,Customer Service,External,Passed,Wrightchester,Jacob Moore,3,236.69
2659,8/30/2022,Customer Service,External,Failed,South Wanda,Michael Wheeler,3,957.63
2660,9/7/2022,Project Management,External,Passed,Greenfort,Mary Villanueva,1,788.33
2661,1/12/2023,Communication Skills,Internal,Passed,Matthewton,Allen Miller,4,220.32
2662,3/10/2023,Project Management,External,Passed,Lake Josephtown,Dustin Phillips,5,406.1
2664,9/13/2022,Project Management,External,Failed,Halefurt,Elizabeth Lloyd,3,355.84
2665,9/3/2022,Communication Skills,Internal,Passed,Port Jenniferfort,William Graham,4,786.38
2668,1/19/2023,Project Management,Internal,Passed,East Selenaville,Stephen Silva,3,968.31
2669,3/17/2023,Project Management,Internal,Passed,New Richard,Grace Davis,3,912.22
2670,6/28/2023,Project Management,External,Passed,Amandaside,Marc Smith,4,144.83
2671,1/14/2023,Project Management,Internal,Passed,Karenchester,Stephanie Parrish,4,425.59
